6,0.5069,0.0585544644918517,0.121012790712214,"cum9m","fma.asset.turn","fma.assets.eq","fma.debt.assets","fma.earnings.ret","fma.gross.margin","fma.pcfx","fma.psales"
6,0.7554,0.0634295283786835,0.139676116437954,"cum9m","fma.asset.turn","fma.debt.assets","fma.div.yld","fma.earnings.ret","fma.gross.margin","fma.price.idx","fma.psales"
6,0.6557,0.0657144089623722,0.124872116862835,"cum9m","fma.asset.turn","fma.assets.eq","fma.debt.assets","fma.earnings.ret","fma.gross.margin","fma.pex","fma.psales"
6,0.7034,0.0424660468964382,0.122983380063261,"cum9m","fma.asset.turn","fma.debt.assets","fma.div.yld","fma.earnings.ret","fma.gross.margin","fma.midcap.pct","fma.psales"
6,0.5221,0.0554551924525643,0.131408437195566,"cum9m","fma.advancers.net","fma.asset.turn","fma.debt.assets","fma.earnings.ret","fma.gross.margin","fma.pbk","fma.psales"
6,0.4525,0.0727060551418778,0.133529843043075,"cum9m","fma.advancers.pct","fma.asset.turn","fma.debt.assets","fma.earnings.ret","fma.gross.margin","fma.hhi","fma.psales"
6,0.6444,0.0513176476521969,0.135192138863556,"cum9m","fma.asset.turn","fma.debt.assets","fma.earnings.ret","fma.gross.margin","fma.midcap.pct","fma.price.idx","fma.psales"
6,0.6278,0.0503508068241799,0.127525010981388,"cum9m","fma.asset.turn","fma.assets.eq","fma.debt.assets","fma.earnings.ret","fma.gross.margin","fma.lgcap.pct","fma.psales"
6,0.4525,0.0727060551418778,0.133529843043075,"cum9m","fma.advancers.pct","fma.asset.turn","fma.debt.assets","fma.earnings.ret","fma.gross.margin","fma.hhi","fma.psales"
6,0.7477,0.0624391142748673,0.135028902747005,"cum9m","fma.asset.turn","fma.debt.assets","fma.earnings.ret","fma.gross.margin","fma.pretax.mgn","fma.psales","fma.roic"
6,0.692,0.0675870087893261,0.139152617870303,"cum9m","fma.asset.turn","fma.assets.eq","fma.debt.assets","fma.earnings.ret","fma.gross.margin","fma.psales","fma.tgt.price"
6,0.8509,0.0542659168567855,0.132156043712499,"cum9m","fma.asset.turn","fma.debt.assets","fma.earnings.ret","fma.gross.margin","fma.midcap.pct","fma.pfcf","fma.psales"
6,0.4234,0.0612726873955388,0.124014452779919,"cum9m","fma.advancers.vol","fma.asset.turn","fma.debt.assets","fma.earnings.ret","fma.gross.margin","fma.midcap.pct","fma.psales"
6,0.6369,0.0309281618039863,0.118464890660309,"cum9m","fma.asset.turn","fma.debt.assets","fma.debt.eq","fma.earnings.ret","fma.gross.margin","fma.midcap.pct","fma.psales"
6,0.6208,0.0615170925663831,0.137030049223965,"cum9m","fma.advancers.pct","fma.asset.turn","fma.debt.assets","fma.earnings.ret","fma.ebit.margin","fma.gross.margin","fma.psales"
6,0.8932,0.0768767362380592,0.14057764060443,"cum9m","fma.asset.turn","fma.debt.assets","fma.earnings.ret","fma.fcf.yield","fma.gross.margin","fma.psales","fma.roic"
6,0.8509,0.0542659168567855,0.132156043712499,"cum9m","fma.asset.turn","fma.debt.assets","fma.earnings.ret","fma.fcf.yield","fma.gross.margin","fma.midcap.pct","fma.psales"
6,0.633,0.054989018625088,0.132170281226005,"cum9m","fma.asset.turn","fma.debt.assets","fma.earnings.ret","fma.ebit.margin","fma.gross.margin","fma.pbk","fma.psales"
6,0.5594,0.0308739361810009,0.11339557469342,"cum9m","fma.asset.turn","fma.debt.assets","fma.div.yld","fma.earnings.ret","fma.gross.margin","fma.pbk","fma.psales"
6,0.6408,0.0467722152624692,0.120150622327625,"cum9m","fma.asset.turn","fma.debt.assets","fma.div.yld","fma.earnings.ret","fma.gross.margin","fma.pex","fma.psales"
6,0.4769,0.044765278047476,0.117355872125167,"cum9m","fma.asset.turn","fma.debt.assets","fma.earnings.ret","fma.gross.margin","fma.hhi","fma.midcap.pct","fma.psales"
6,0.6685,0.0512165315507308,0.126973744726774,"cum9m","fma.asset.turn","fma.debt.assets","fma.earnings.ret","fma.ebit.margin","fma.gross.margin","fma.midcap.pct","fma.psales"
6,0.6557,0.0657144089623722,0.124872116862835,"cum9m","fma.asset.turn","fma.assets.eq","fma.debt.assets","fma.earnings.ret","fma.gross.margin","fma.pex","fma.psales"
6,0.4879,0.0415901611844614,0.125935130831949,"cum9m","fma.asset.turn","fma.debt.assets","fma.earnings.ret","fma.gross.margin","fma.midcap.pct","fma.psales","fma.smlcap.pct"
6,0.6022,0.0521311622630432,0.128149206333047,"cum9m","fma.asset.turn","fma.debt.assets","fma.earnings.ret","fma.gross.margin","fma.midcap.pct","fma.pretax.mgn","fma.psales"
6,0.6626,0.0739930815493609,0.136294653988924,"cum9m","fma.asset.turn","fma.debt.assets","fma.div.yld","fma.earnings.ret","fma.ebit.margin","fma.gross.margin","fma.psales"
6,0.6835,0.0452616730337349,0.128910162236074,"cum9m","fma.advancers.pct","fma.asset.turn","fma.debt.assets","fma.earnings.ret","fma.gross.margin","fma.ndebt.ebitda","fma.psales"
